City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
Visakhapatnam,59.5,105.25,2.98,18.42,12.25,11.78,0.95,12.6,80.55,3.35,4.8,1.02,Moderate
Chandigarh,15.78,37.67,1.84,14.57,9.56,31.12,0.31,8.65,29.3,4.31,0.36,0.95,Good
Hyderabad,103,165.25,6.92,41.88,9.31,24.08,0,16.55,44.1,0.08,1.02,0.1,Poor
Hyderabad,69,97.75,120.15,16.85,17.66,10.36,0.06,1.95,104.12,0,0.06,0,Moderate
Kolkata,8.49,20.58,6.25,17.14,23.39,9.63,0.35,2.68,12.91,23.38,18.5,1.72,Good
Kolkata,12.79,25.48,3.82,7.05,10.93,12.87,0.25,5.61,22.49,0.94,4.71,0.3,Good
Chandigarh,49.21,84.81,24.82,9.3,25.11,27.01,0.83,9,3,3.2,0.32,1.15,Satisfactory
Chandigarh,5.03,36.97,0.14,8.61,4.62,35.87,0.2,4.17,35.79,2.4,0.36,0.65,Good
Delhi,217.75,333.74,8.25,45.22,31.79,67.96,1.26,11.77,62.21,4.22,19.76,0.28,Severe
Amaravati,21.75,50.5,2.03,14.85,9.55,14.12,0.62,7.92,24.77,0.1,1.43,0.2,Good
Visakhapatnam,18.75,46.25,8.7,21.4,18.45,4.52,0.54,2.57,23.73,2.95,10.75,1.85,Good
Delhi,128.33,222.4,22.78,70.71,87.75,27.1,1.86,21.64,95.71,5.56,17.31,1.8,Poor
Hyderabad,27.83,54,3.13,26.9,16.68,23.71,0.86,4.82,23.57,0.48,3.96,0.25,Satisfactory
Delhi,256.21,446.69,68.86,100.14,115.98,71.82,2.86,11.29,26.11,6.66,63.66,1.31,Severe
Delhi,132.44,242.22,18.39,46.86,49.79,55.83,9.83,14.9,32.32,2.43,4.92,3.01,Very Poor
Visakhapatnam,13,39,39.23,53.17,60.17,3.4,0.76,12.15,1.85,6.5,14.77,7.05,Good
Amritsar,35.17,60.64,8.04,11.9,16.93,9.86,0.47,7.23,11.68,4.01,1.16,5.85,Satisfactory
Delhi,143.33,161.95,57.96,82.53,15.75,47.12,1.33,19.91,25.24,0.43,3.2,0.09,Very Poor
Kolkata,139.04,260.9,325.46,121.74,391.37,35.2,2.76,11.65,5.46,54.78,79.4,11.6,Poor
Delhi,116.59,325.56,33.4,45.32,67.97,54.71,1.11,24.76,24.19,1.92,3.87,0,Very Poor
Delhi,309.1,452.89,176.79,69.27,188.81,54.88,3.58,16.19,25.96,11.98,99.64,5.15,Severe
Visakhapatnam,72.5,124.25,3.35,44.23,24.05,15.15,1.49,1.72,79.4,5.77,7.43,4.87,Moderate
Delhi,99.19,339.04,123.5,98.49,162.36,30.7,3.58,19.46,16.84,6.87,73.74,0.81,Poor
Delhi,302.6,433.62,97.49,52.13,21.5,79.73,2.15,14.76,62.13,6.39,17.75,0,Severe
Delhi,299.54,424.12,129.36,65.57,151.99,51.67,2.25,13.51,24.07,9.16,53.4,2.66,Severe
Delhi,211.8,336.84,35.67,84.77,51.82,58.36,0.85,28.74,90.86,1.46,6.44,0.07,Very Poor
Hyderabad,71.21,101.05,6.42,24.59,17.47,15.6,0.64,3.58,31.09,0.29,1.25,0.01,Moderate
Delhi,211.45,248.17,59.41,70.32,87.07,57.86,1.92,9.98,60.9,3.85,17.61,0.08,Severe
Hyderabad,80,94,29.7,82.38,31.15,39.62,0.98,9.5,5.78,0.1,2.26,1.08,Moderate
Delhi,52.18,190.64,9.29,47.72,49.72,34.44,0.8,7.83,65.68,3.42,5.32,0,Poor
Visakhapatnam,101.25,156.75,2.25,19.4,12.15,13.3,0.82,17.3,135.97,2.55,2.68,0.7,Poor
Amritsar,30.74,82.47,11.3,15.09,22.83,11.44,0.77,11.22,35.37,1.37,1.19,2,Satisfactory
Delhi,234.13,344.09,26.82,36.18,40.85,58.78,1.45,8.2,19.15,5.82,25.32,0.17,Severe
Delhi,122.06,234.5,22.37,49.89,47.42,36.03,1.14,27.51,17.04,4.53,19.62,0.19,Poor
Delhi,71.92,293.15,21.91,55.18,50.43,23.76,1.3,12.28,36.1,4.73,46.37,0.52,Poor
Visakhapatnam,18.25,61.75,10.07,24.38,21.15,10.9,0.29,30.83,2.4,3.83,6.33,2.5,Satisfactory
Visakhapatnam,16.75,61.5,6.35,18.88,15.22,8.25,0.11,7,10.05,2.85,9.6,2.33,Satisfactory
Kolkata,14.7,34.38,5.75,13.03,18.84,5.93,0.41,7.43,43.86,1.53,11.41,0.26,Good
Amritsar,198.31,308.68,15.51,28.96,44.47,64.24,1.49,3.58,9.52,2.86,12.92,26.62,Very Poor
Delhi,246.59,334.43,61,51.3,120.05,76.66,1.98,17.96,62.87,5.4,12.95,0,Severe
Delhi,96.04,139.6,13.59,29.69,27.31,36.2,1.09,6.45,30.06,2.41,21.1,0,Poor
Delhi,135.19,244.75,23.43,60.57,49.55,43.38,1.16,20.28,60.95,1.24,7.78,0.1,Very Poor
Delhi,265.73,387.36,22.28,63.32,55.7,57.96,1.69,15.37,30.87,6.72,25.67,0.34,Severe
Hyderabad,34.08,95.5,1.48,13.44,8.34,10.11,0.44,8.94,73.88,0.54,1.02,0.09,Moderate
Amaravati,25.75,42.25,4.25,20.6,14.4,9.7,0.76,14.75,24.02,0,0.12,0.1,Good
Chandigarh,16.06,42.41,0.87,10.04,5.93,42.26,0.24,13.62,47.82,3.83,0.19,0.8,Good
Hyderabad,8.5,25,6.37,31.68,10.06,3.75,0.01,2.6,29.67,0.02,0.08,0.25,Good
Delhi,213.04,353.04,14.63,42.31,38.38,53.93,1.28,16.83,65.67,4.52,22.21,0.32,Severe
Hyderabad,6.08,13.33,3.22,13.36,9.7,3.77,0.25,6.7,14.82,1.06,0.41,0.01,Good
Kolkata,72.44,164.24,5,31.19,36.29,16.57,0.81,8.48,94.25,5.16,4.55,2.02,Poor
Delhi,78.39,304.72,8.65,34.29,28.4,38.7,0.87,15.04,117.7,2.26,32.25,0.36,Poor
Amaravati,19,45.5,1,8.5,5.33,6.8,0.43,10.8,40.68,0.7,6.25,0.12,Good
Delhi,60.06,122.19,59.93,35.24,72.48,23.68,1.32,10.13,18.54,4.73,24.71,0.77,Moderate
Delhi,125.47,187.35,14.79,43.43,36.13,49.78,0.91,7.32,55.11,2.97,15.1,0.07,Poor
Hyderabad,20.04,38.4,3.63,31.67,16.82,20.28,0.4,13.49,11.69,0.24,2.14,0.07,Good
Hyderabad,21,34.15,1.16,25.39,14.41,15.24,0.44,3.95,67.35,0.22,1.25,4.84,Satisfactory
Delhi,59.03,93.44,12.07,33.71,27.46,35.37,0.82,11.02,32.9,2.29,18.09,0.14,Moderate
Hyderabad,47.92,78.2,12.16,26.03,22.19,17.07,0.4,7.34,18.76,0.47,2.13,0,Satisfactory
Hyderabad,18.67,38.75,4.03,10,7.58,14.14,0.36,4.55,13.51,0.07,0.37,0,Good
Delhi,217.85,349.34,18.83,56.66,49.81,50.48,1.38,17.86,58.24,5.03,22.57,1.08,Severe
Patna,112.62,216.7,39.89,57.1,71.49,27.88,1.06,6.38,6.8,2.3,4.71,1.47,Poor
Visakhapatnam,11.25,118.5,9.18,23.6,20,15.1,0.48,5.45,16.5,4.6,9.03,2.97,Moderate
Patna,71.72,106.18,67.55,45.43,77.13,15.77,1.77,14.55,11.28,1.24,6.05,0.24,Moderate
Delhi,19.75,67.25,6.49,21.65,18.03,22.55,0.71,8.97,36.49,1.92,17.05,0.16,Satisfactory
Delhi,40.43,105.44,12.8,31.76,43.32,34.59,6.83,12.7,40.21,2.08,7.88,2.15,Poor
Hyderabad,7.92,19.92,1.62,15.91,4.89,3.52,0.17,6.04,23.23,0,0.18,0,Good
Patna,156.74,224.69,43.8,60.03,101.56,26.92,2.88,7.74,9.89,5.04,2.45,6.32,Very Poor
Hyderabad,73.58,119.4,3.12,42.22,24.78,21.3,0.9,5.18,30.14,1.94,7.98,1.32,Moderate
Hyderabad,20.33,39.81,5.93,28.79,19.29,13.08,0.35,6.05,11.93,1.25,9.94,5.36,Good
Hyderabad,13.33,27.1,3.9,17.1,12.2,13.87,0.34,7.8,12.58,0.11,0.53,0,Good
Kolkata,22.08,42.08,3.64,15.92,18.94,8.95,0.49,1.74,9.57,15.2,5.54,3.36,Good
Delhi,315.46,490.01,142.48,50.49,141.63,55.67,3.02,13.96,34.62,11.95,101.1,4.82,Severe
Amaravati,17.75,35.75,0.28,4.3,2.48,3.65,0.44,13.8,31.4,0.05,0.93,0.1,Good
Visakhapatnam,82,182,116.35,16.78,102.5,13.15,0.84,24.53,84.58,3.43,5.88,0.92,Poor
Delhi,22.36,50.64,7.4,20.25,19.4,24.95,0.62,12.52,36.53,0.94,17.49,0.48,Satisfactory
Hyderabad,18.75,26.75,8.15,33.88,11.29,5.9,0.01,10.88,26.07,0.05,0.55,0.22,Good
Delhi,486.4,609.23,73.17,60.64,87.41,79.97,2.42,7.53,121.65,7.41,21.68,0.06,Severe
Amritsar,6,42.66,21.14,13.34,30.39,12.65,0.71,6.35,43.02,1.3,1.1,8.81,Good
Delhi,373.51,556.56,129.12,80.32,158.37,60.01,3.36,17.72,35.07,9.87,70.47,1.94,Severe
Kolkata,24.62,53.91,4.97,21.6,26.56,15,0.5,8.27,21.45,13.7,5.43,3.12,Good
Amritsar,27.35,51.85,16.97,11.59,27.68,16.89,0.73,11.88,26.02,2.33,2.12,4.41,Satisfactory
Delhi,531.76,697.36,44.29,42.68,62.09,50.54,1.91,11.42,34.3,5.49,30.24,0.58,Severe
Amritsar,15.48,46.33,13.29,11.05,24.31,9.59,0.66,8.74,71.58,1.69,1.1,2,Satisfactory
Visakhapatnam,105,193.5,4.25,19.05,13.55,15.45,0.8,12.05,30.05,0,0,0,Poor
Visakhapatnam,87.5,94,3.27,18.47,12,16.23,1.14,27,122,0,0,0,Moderate
Chandigarh,49.66,110.91,43.79,12.94,42.18,34.17,1.09,7.12,11.54,8.63,0.3,3.38,Moderate
Delhi,193.34,291.09,16.4,44.33,39.6,36.14,1.37,12.64,21.81,3.83,29.33,0.61,Very Poor
Delhi,48.96,52.46,9.9,16.17,21.61,21.41,6.03,2.33,28.8,0.9,3.76,1.84,Poor
Delhi,383.52,464.3,102.76,87.32,172.16,73.5,2.25,27.76,121.39,8.79,25.5,1.23,Severe
Delhi,27.95,77.47,5.38,16.53,14.32,28.72,0.79,10.4,44.87,1.22,8.58,0.12,Satisfactory
Hyderabad,19.25,38.1,2.67,12.47,8.43,17.76,0.39,5.26,25.41,0.22,1.59,0.06,Good
Delhi,229.08,306.15,19.19,50.77,42.09,65.38,1.27,7.1,33.97,4.87,26.87,0.11,Severe
Delhi,278.31,390.34,54.87,55.54,76.75,52.81,1.61,12.18,25.79,5.24,30.39,0.49,Severe
Hyderabad,36.46,97.7,2.01,27.74,16.31,16.5,0.51,10.26,70.08,2.15,22.21,7.86,Moderate
Visakhapatnam,55.25,91,3.8,13.58,10.28,10.5,0.69,1.2,52.57,3.03,10.43,2.18,Moderate
Delhi,91.37,328.69,12.05,39.62,41.4,49.83,1.24,13.25,62.9,4.31,4.05,0,Very Poor
Amritsar,34.65,103.39,4.41,76.42,80.83,13.71,0.93,2.62,17.58,4.27,6.59,4.81,Moderate
Delhi,144.08,231.98,65.34,45.19,37.71,55.02,0.78,43.08,15.68,0.57,4.19,0.07,Very Poor
Delhi,345.99,513.73,17.67,72.65,82.05,36.81,1.55,88.89,169.09,9.87,26.38,7.1,Severe
Amritsar,23.28,23.6,9.55,9.98,19.54,13.06,0.74,13.2,10.21,1.71,2.41,2,Good
Hyderabad,15,37.81,4.17,23.86,15.87,7.73,0.28,7.08,12.61,0.37,1.72,0.02,Good
Delhi,261.42,392.62,54.58,67.13,86.18,51.59,1.88,12.71,20.15,8.4,50.69,0.78,Severe
Hyderabad,41,93.6,25.19,23.9,28.94,11.76,0.74,6.5,58.7,0.68,3.89,0.43,Moderate
Visakhapatnam,76.75,116.75,12.85,54.43,39.38,9.7,1.19,4.38,20.62,6.63,25.75,3.85,Moderate
Delhi,61.48,121.64,6.96,24.21,18.4,36.58,0.77,14.88,88.07,2.12,20.18,0,Moderate
Hyderabad,79.5,177.85,6.69,60.71,37.35,11.48,0.81,16.13,21.58,4.55,33.77,2.64,Moderate
Hyderabad,13.5,56.5,1.85,11.91,3.92,4.33,0.18,4.48,32.97,0.07,1.45,0.31,Satisfactory
Delhi,299.57,492.07,183.5,72.37,194.9,61.05,4.75,19.56,31.87,16.57,134.84,8,Severe
Delhi,132.48,114.15,13.58,29.73,28.74,77.6,11.65,4.7,23.61,1.26,4.16,0.89,Very Poor
Gurugram,51.6,105.98,9.17,28.88,18.81,33.09,1.28,14.85,11.23,1.97,2.75,2.59,Moderate
Amaravati,13,33,1.45,9.95,6.47,4.22,0.42,6.3,57.8,0,3.38,0.1,Satisfactory
Kolkata,44.22,72.11,2.74,26.29,26.94,11.61,0.42,10.24,50.64,19.23,10.29,1.57,Satisfactory
Hyderabad,77.42,140.6,3.41,45.4,26.9,15.1,0.65,4.87,33.71,1.67,7.91,0.76,Moderate
Hyderabad,26,38.75,3.18,23.74,15.15,8.67,0.28,8.02,23.81,1.49,21.93,0.21,Good
Hyderabad,19.75,42.69,1.86,10.41,6.5,5.34,0.4,3.92,20.98,0.37,2.46,0.16,Good
Kolkata,80.21,158.06,15.15,31.44,63.65,31.67,0.48,15.99,99.42,12.14,15.1,1.23,Poor
Visakhapatnam,24,48.25,1.95,22.77,13.7,7.53,0.38,9.3,54.27,3.25,10.05,1.18,Satisfactory
Delhi,155.68,187.14,15.32,31.05,35.08,83,10.88,8.25,29.89,1.92,5.55,2.37,Very Poor
Delhi,150.01,223.84,13.21,39.13,32.9,47.98,0.99,5.86,29.32,3.5,21.71,0.08,Very Poor
Kolkata,14.28,24.68,5.57,17.97,23.33,11.36,0.52,2.97,17.15,20.72,19.21,2.14,Good
Visakhapatnam,75.25,94,5.43,26.3,16.85,11.92,1.03,16.95,91.5,3.97,5.85,2.5,Moderate
Amritsar,50.69,78.06,16.35,11.29,22.46,7.26,0.59,5.69,11.45,1.77,1.52,2,Satisfactory
Delhi,306.05,427.87,157.24,64.35,171.26,54.58,3.29,14.57,26.3,11.24,97.62,4.5,Severe
Hyderabad,73.85,140.75,26.41,36.72,36.12,22.78,1.02,7.71,90.09,2.73,7.41,1.2,Moderate
Delhi,382.15,606.78,136.76,91.93,185.36,68.26,4.66,19.11,28.66,13.56,101.17,6.18,Severe
Delhi,65.95,192.03,12.32,35.07,29.71,26.86,0.81,14.83,93.48,2.94,26.35,0.4,Poor
Delhi,213.42,232.56,12.89,37.06,42.04,213.75,12.51,5.01,41.31,4.44,12.65,3.31,Very Poor
Delhi,323.06,384.93,15.69,102.68,111.21,48.22,1.68,25.58,149.88,4.8,13.43,8.12,Severe
Delhi,153.06,215.15,13.15,49.82,39.31,45.18,1.06,20.04,29.38,3.67,28.91,0.04,Very Poor
Hyderabad,8.25,26.08,1.6,11.07,3.59,4.52,0.16,5.69,38.88,0,0.15,0.02,Good
Delhi,125.5,320.52,64.37,91.78,96.16,23.51,1.45,12.47,25.45,6.54,7.5,0,Poor
Hyderabad,9.85,27.88,2.03,10.29,7.15,5.83,0.32,8.15,15.87,0.02,0.16,0.02,Good
Chandigarh,23.21,62.02,0.01,5.03,2.7,19.2,0.32,8.53,52.16,2.83,0.39,0.64,Satisfactory
Delhi,280.21,384.44,95.18,54.1,116.23,57.7,1.94,11.11,20.1,9.31,57.93,0.66,Severe
Delhi,263.4,445.46,133.45,124.44,186.76,65.95,3.47,25.15,107.27,8.76,25.06,0,Severe
Delhi,370.99,526.77,216.32,72.13,245.76,60.65,4.34,17.3,37.49,15.56,105.24,3.92,Severe
Chandigarh,113.31,165.08,34.05,11.99,34.92,41.96,1.35,8.43,5.3,4.45,11.05,1.07,Poor
Delhi,22.14,37.17,22.47,24.63,32.38,22.06,0.8,9.8,21.76,2.8,19.3,0.01,Satisfactory
Amritsar,154.98,258.7,100.06,43.09,143.14,11.49,1.69,14.62,18.91,5.73,10.45,16.05,Very Poor
Amritsar,23.35,52.55,13.39,8.81,22.21,11.11,1.06,5.85,27.52,1.75,1.11,2,Satisfactory
Delhi,41.79,80.52,6.62,25.14,20.22,25.18,0.76,8.82,53.15,1.32,13.79,1.08,Satisfactory
Hyderabad,61.9,137.44,4.12,73.96,42.57,20.44,1.27,8.33,30.46,2.74,9.79,4.28,Moderate
Kolkata,103.94,185.21,12.76,46,58.83,20.74,0.48,24.59,87.46,16.71,26.7,1.61,Poor
Delhi,248.98,462.8,132.5,94.21,158.45,51.9,3.91,18.77,24.79,11.4,86.09,3.2,Severe
Delhi,436.94,545.4,151.61,55.27,194.39,60.32,4.46,20.75,40.53,13.14,95.12,1.62,Severe
Hyderabad,18.25,53.9,3.75,22.53,14.89,9.93,0.19,4.97,10.63,0.29,3.7,0.28,Good
Patna,27.49,80.69,9.92,11.73,10.7,5.98,0.43,7.99,48.64,1.52,13.1,1.82,Satisfactory
Amritsar,181.76,267.65,79.78,27.03,106.81,39.73,2.09,5.97,23.86,5.88,14.2,26.29,Very Poor
Amritsar,22.06,55.95,13.71,8.72,22.26,30.7,0.41,5.49,6.58,3.93,2.2,9.72,Satisfactory
Visakhapatnam,50.5,90,4.08,21.17,13.38,7.7,0.91,10.7,64.83,3.67,4.88,2.4,Moderate
Amritsar,28.09,48.92,8.94,8.65,16.3,10.03,0.27,4.77,27.41,3.36,1.13,19.2,Satisfactory
Hyderabad,22.25,34.75,6.81,37.21,22,7.87,0.72,3.61,9.09,0.87,4.41,0.6,Good
Kolkata,98.02,185.74,15.04,36.77,51.72,22.92,0.61,15.99,22.48,30.5,37.61,1.52,Poor
Delhi,116.19,181.02,11.47,14.96,28.06,41.12,5.28,19,8.43,2.97,7.61,2.82,Very Poor
Hyderabad,53.67,123.7,3.23,31.96,19.6,15.45,0.47,9.43,46.54,2.92,31.1,5.6,Moderate
Chandigarh,10.14,27.82,2.46,9.6,6.94,24.77,0.49,6.53,5.89,3.55,0.11,1.02,Good
Delhi,408.32,469.95,146.47,77.21,158.62,68.07,2.11,27.98,122.21,9.86,24.59,5.11,Severe
Hyderabad,10.25,36.45,1.36,14.9,8.97,7.33,0.35,5.08,33.96,0.17,0.96,0.07,Good
Delhi,425.06,560.28,68.28,57.96,132.89,74.25,1.7,15.56,107.33,5.89,11.32,1.37,Severe
Visakhapatnam,28.25,73.75,4.6,9.73,8.92,1.1,0.8,4.68,85.75,2.4,4.4,0.65,Satisfactory
Delhi,197.55,212.14,16.23,33.32,12.79,44.52,0.32,3.3,44.05,0.63,2.43,0.09,Very Poor
Delhi,413.22,539.94,159.47,50.13,168.49,49.83,3.72,15.55,36.99,10.24,53.72,0.72,Severe
Visakhapatnam,30,80,2.65,33.65,20.05,10.8,0.41,14.35,35.9,2.95,8.27,2.32,Satisfactory
Hyderabad,15.96,35.95,2.29,12.38,7.78,10.36,0.37,4.09,30.16,0.12,0.69,0,Good
Hyderabad,46.85,108.06,2.89,38.69,22.89,13.84,0.57,2.01,26.49,1.65,10.69,1.98,Moderate
Hyderabad,42.88,94,2.33,4.19,4.77,12.03,1.28,8.23,64.74,1.17,6.01,0.66,Moderate
Delhi,338.16,454.64,131.79,73.89,151.88,93.69,2.51,18.06,94.01,6.37,18.85,0,Severe
Delhi,64.41,194.09,18.11,62.04,50.82,31.29,1.32,13.34,29.36,4.25,39.62,0.48,Poor
Chandigarh,19.98,34.83,3.35,10.46,8.29,31.84,0.73,12.21,5.85,4.13,0.76,1.72,Good
Hyderabad,30.38,51,5.96,20.15,12.45,9.97,0.35,6.28,32.63,0.64,4.04,0.49,Satisfactory
Delhi,32.26,100.29,23.99,28.74,37.3,37.69,0.73,10.24,18.29,1.13,24.56,0.22,Moderate
Patna,72.79,168.37,64.06,55.82,71.36,17.92,1.51,10.43,6.31,2.55,4.92,0.12,Moderate
Hyderabad,520,107.5,3.16,0.59,3.13,10.42,1.56,7.05,37.49,1,13.62,0.66,Severe
Kolkata,22.82,42.82,8.6,30.57,39.42,6.13,0.48,7.74,17.62,15.34,7.98,2.5,Good
Hyderabad,17.62,32,6.01,22.24,16.04,9.64,0.37,5.05,23.55,0.37,3.4,0.01,Good
Kolkata,18.67,40.85,5.92,15.93,21.86,15.27,0.38,3.25,11.43,20.76,11.73,1.01,Good
Chandigarh,36.09,68.31,1.4,10.24,6.5,29.95,0.49,6.81,7.29,4.07,0.11,0.7,Satisfactory
Amritsar,26.97,29.79,9.44,6.14,15.58,4.7,0.27,4,35.38,1.79,1.35,9.21,Good
Delhi,54.39,145.92,10.52,19.55,28.37,18.88,0.92,7.23,56.19,1.18,2.54,2.77,Moderate
Delhi,139.84,147.49,13.46,30.86,32.89,75.23,10.35,5.86,40.61,1.96,4.44,4.3,Very Poor
Hyderabad,70.55,125.31,3.82,24.22,15.66,15.83,0.52,6.93,24.97,0.71,5.65,0.58,Moderate
Delhi,441.66,651.25,161.87,73.1,181.59,61.94,4.23,18.47,35.09,13.77,103.23,3.19,Severe
Delhi,164.44,385.02,49.24,97.89,117.72,33.89,6.44,30.12,65.88,6.49,23.32,5.86,Very Poor
Hyderabad,114.25,94.75,2.92,0.64,2.41,11.22,1.71,6.22,52.9,0.95,5.01,0.18,Poor
Delhi,29.02,59.1,17.99,24.29,27.53,31.63,0.81,10.03,14.69,1.85,24.62,0,Satisfactory
Hyderabad,34,85.75,14.65,85.98,26.4,18.77,0.24,8.72,53.57,0.22,3.04,0.56,Satisfactory
Visakhapatnam,26,58.5,20.65,27.52,31.45,7.15,0.59,7.37,10.07,3.97,27.33,0.53,Satisfactory
Amritsar,152.06,233.69,28.47,30.8,59.27,65.11,1.43,5.28,11.46,2.83,11.97,25.85,Very Poor
Delhi,140.01,269.2,12.72,42.82,46.07,45.32,0.94,19.39,92.86,1.58,5.69,0.59,Very Poor
Hyderabad,23.7,51.55,2.7,21.24,13.04,13.37,0.99,3.91,31.65,0.89,3.64,0.1,Satisfactory
Delhi,320.95,486.06,51.35,63.69,80.51,54.03,2.41,10.19,30.12,6.77,57.98,0.26,Severe
Hyderabad,14.79,34.7,1.88,8.87,6.11,13.17,0.32,9.37,30.73,0.13,0.62,0.08,Good
Hyderabad,11.17,22.5,1.87,10.77,7.26,5.94,0.29,3.7,20.57,0.23,0.73,0,Good
Delhi,192.28,311.04,28.74,52.55,56.44,46.45,1.45,14.39,27.87,5.59,39.24,1.71,Very Poor
Delhi,195.47,291.89,53.12,52.08,75.49,41.22,2.15,11.78,21.38,6.47,51.95,1.05,Very Poor
Hyderabad,28.75,51.12,9.68,40.47,27.45,16.92,0.61,5.62,21.47,1.36,12.94,0.52,Satisfactory
Kolkata,11.21,21.34,4.08,11.22,15.36,12.46,0.33,5.4,24.04,1.76,6.68,0.51,Good
Visakhapatnam,33,81,6.83,50.12,32.25,11.6,0.56,16.75,0.6,2.05,6.5,0.48,Satisfactory
Delhi,98.38,246.84,10.76,26.84,34.64,37.34,0.8,11.24,104.59,1.03,3.05,0,Poor
Delhi,227.37,390.52,32.33,51.39,1.87,59.96,1.39,30.59,54.37,2.74,4.09,0.86,Very Poor
Hyderabad,17.12,44.6,1.87,15.21,8.1,6.4,0.32,22.18,19.83,0.32,6.8,0.14,Good
Kolkata,127.88,239.56,22.44,44.53,67.02,34.73,0.59,8.81,18.74,12.44,19.94,2.76,Poor
Visakhapatnam,56,94,53.95,96.88,87.4,17.22,1.75,24.93,13.55,12.7,16.45,16.57,Moderate
Delhi,179.7,299.08,42.6,48.57,69.09,135.49,9.86,3.34,25.78,5.29,12.27,3.66,Very Poor
Chandigarh,16.04,42.62,1.19,6.49,3.75,53.96,0.32,6.09,22.17,1.21,0.19,0.14,Good
Amritsar,160.25,206.62,33.57,29.65,63.22,70.86,1.14,5.6,11.74,2.82,12.53,26.4,Very Poor
Hyderabad,19.04,45,4.17,15.72,11.59,9.45,0.49,7.2,21.99,0.76,5.18,0.46,Good
Delhi,59.86,203.22,14.28,24.89,27.37,35.21,0.7,8.97,24.68,1.33,15.07,0.08,Poor
Hyderabad,17.12,42.1,5.07,10.08,8.77,10.25,0.28,5.99,13.13,0.16,0.59,0.01,Good
Kolkata,10.13,20.95,5.84,14.48,20.47,12.75,0.37,3.98,24.09,16.67,7.56,0.85,Good
Hyderabad,46.83,98.05,1.27,26.97,15.31,17.89,0.62,6.68,74.82,0.47,1.81,0.62,Moderate
Amritsar,151.72,299.14,98.06,34.78,132.84,14.64,1.88,11.35,15.74,5.9,11.02,16.12,Very Poor
Visakhapatnam,27.75,42.25,3.45,17.9,12.38,7.73,0.52,2.72,22.68,1.87,3.88,1.12,Good
Delhi,148.45,260.6,21.1,53.23,50.47,36.85,1.03,13.65,45,3.69,23.91,0.11,Very Poor
Delhi,610.52,836.36,53.19,67.04,104.22,97.05,2.64,15.47,40.29,5.46,31.54,0.06,Severe
Amaravati,7,20,7.83,33.75,24.33,3.4,0.24,189.1,26.55,0.2,2.05,0.12,Good
Amaravati,6.5,18.75,1.02,4.05,3,5.03,0.43,19.85,39.85,0,0.95,0.15,Good
Visakhapatnam,7,44,3.95,11.93,9.55,5.37,0.68,1.35,32.75,1.85,4.3,1.15,Good
Delhi,258.39,357.35,46.35,67.46,98.55,43.71,2.03,30.54,89.47,7.78,16.29,2.93,Severe
Delhi,491.18,587.38,68.08,66.63,96.64,43.27,1.82,27.43,29.18,8.63,33.14,2.88,Severe
Visakhapatnam,1.75,16,4.95,7.2,7.2,11.65,0.29,10.1,49.53,1.3,2.85,1.1,Good
Visakhapatnam,161.5,289.75,86.65,174.58,163.38,15.8,1.94,45.77,48.35,5.93,8.97,3.6,Very Poor
Hyderabad,71,104,8.8,58.38,11.65,15.75,0.27,13.1,60.88,0.03,0.04,0.03,Moderate
Delhi,21.82,69.57,9.77,33.36,27.93,42.72,0.69,8.31,26.79,1.47,15.44,0.51,Satisfactory
Amritsar,108.07,193.13,8.3,12.04,14.51,4.74,0,35.58,18.41,1.87,1.48,1.5,Poor
Amritsar,25.54,42.67,10.15,10.07,20.2,12.6,0.78,8.12,10.39,1.83,2.59,2,Good
Hyderabad,81.25,172.85,3.83,62.92,36.5,10.6,0.92,20.06,30.52,9.41,58.8,3.32,Moderate
Gurugram,73.8,168.03,6.62,18.54,14.94,6.35,1.14,3.74,43.84,6.12,2.97,2.08,Moderate
Visakhapatnam,56.5,85,2.25,16.7,10.7,10.25,0.51,1.97,73.78,2.6,5.62,0.45,Moderate
Hyderabad,68.71,105.3,6.53,41.68,26.63,11.08,0.73,13.81,41.13,2.65,26.49,13.75,Moderate
Hyderabad,62,125.5,4.91,7.8,11.38,10.13,0.66,67.66,50.84,1.38,7.42,0.54,Moderate
Kolkata,28.21,62.66,3.68,10.95,14.7,7.26,0.39,5.95,49.46,2.63,6.6,0.58,Satisfactory
Hyderabad,33.55,74.19,5.81,34.98,23.28,14.78,0.63,8.02,13.35,1.52,15.76,0.52,Satisfactory
Hyderabad,120.25,116.5,29.56,23.8,51.95,10.03,0.98,6.54,23.42,1.29,8.98,0.42,Poor
Hyderabad,13.46,28.25,5.61,26.96,18.64,8.63,0.25,2.91,9.81,0.58,3.14,0.38,Good
Delhi,38.6,96.24,11.21,46.29,37.31,31.93,1.23,9.87,19.98,1.81,19.57,0,Moderate
Visakhapatnam,20,64,1.58,40.7,22.93,12.05,0.19,3.15,9.45,2.95,19.05,1.42,Satisfactory
Delhi,143.34,172.96,10.29,27.77,30.75,69.11,4.53,4.04,31.28,2.03,2.78,2.33,Very Poor
Delhi,133.47,326.55,113.53,92.89,100.98,44.1,3.29,13.26,25.68,5.19,9.24,0.65,Very Poor
Kolkata,54.09,96.12,10.81,20.18,30.13,6.13,0.63,1.5,90.78,7.02,9.6,2.69,Moderate
